区域,平均价格（元/月）
东城,9339.636734693877
丰台,7446.440273843248
亦庄开发区,5268.736842105263
北京经济技术开发区,8718.56862745098
大兴,4483.4658360128615
密云,2312.2712294043095
平谷,2240.0
延庆,1940.0
怀柔,2923.0242747187685
房山,3393.9375816519087
昌平,5992.021005857403
朝阳,8871.828451668967
海淀,14876.430987202924
石景山,5823.5759493670885
精选,8518.412017167382
西城,10115.185752930569
通州,4646.535200793257
门头沟,4362.886799410029
顺义,6450.3532837919265
